Mes,Anio,Importe,Mediana,Segmento
Dec,2016,Balance,25810.41,Citibanamex1
Dec,2016,Balance,16503.11,CitiGold 1
Dec,2016,Balance,20491.31,CitiGold 2
Dec,2016,Balance,30789.67,Priority
Dec,2016,Balance,24040.56,Citibanamex1
Dec,2016,Balance,6823.67,Ingresos Bajos - Adultos
Dec,2016,Balance,5637.12,Ingresos Bajos - Jovenes
Dec,2016,Balance,2057.73,Ingresos Marginales
Dec,2016,Balance,6173.7,Ingresos Marginales Nomina
Dec,2016,Balance,11091.15,Ingresos Medios - Adultos
Dec,2016,Balance,10339.27,Ingresos Medios - Jovenes
Dec,2016,Balance,8627.99,Jovenes Profesionistas
Dec,2016,Balance,8237.91,Jubilados No Nomina
Dec,2016,Balance,10132.89,Jubilados Nomina
Dec,2016,Balance,15712.55,Priority
Dec,2016,Balance,17802.08,PyME PFAE
Dec,2016,Balance,16005.44,Sin Segmento
Jan,2016,Saldo,1413.83,Sin Segmento
Jan,2016,Saldo,3544.39,Sin Segmento
Jan,2016,Saldo,0,Sin Segmento
Jan,2016,Saldo,0,Sin Segmento
Jan,2016,Saldo,24530.46,Priority
Jan,2016,Saldo,13687.03,Citibanamex1
Jan,2016,Saldo,42037.82,CPC
Jan,2016,Saldo,13797.74,Citibanamex1
Jan,2016,Saldo,36232.08,CitiGold 1
Jan,2016,Saldo,19695.48,CitiGold 2
Jan,2016,Saldo,4579.22,Priority
Jan,2016,Saldo,17200.64,Citibanamex1
Jan,2016,Saldo,2628,Ingresos Bajos - Adultos
Jan,2016,Saldo,1914.52,Ingresos Bajos - Jovenes
Jan,2016,Saldo,1960.81,Ingresos Marginales
Jan,2016,Saldo,872.66,Ingresos Marginales Nomina
Jan,2016,Saldo,6888.71,Ingresos Medios - Adultos
Jan,2016,Saldo,3481.63,Ingresos Medios - Jovenes
Jan,2016,Saldo,6760.31,Jovenes Profesionistas
Jan,2016,Saldo,6157.85,Jubilados No Nomina
Jan,2016,Saldo,3583.38,Jubilados Nomina
Jan,2016,Saldo,41119.06,Priority
Jan,2016,Saldo,11603.75,PyME PFAE
Jan,2016,Saldo,0,Sin Segmento
Jan,2017,Saldo,2854.27,Sin Segmento
Jan,2017,Saldo,5746.12,Sin Segmento
Jan,2017,Saldo,59637.05,Sin Segmento
Jan,2017,Saldo,46391.2,Priority
Jan,2017,Saldo,13564.84,Citibanamex1
Jan,2017,Saldo,111830.08,CPC
Jan,2017,Saldo,14053.79,Citibanamex1
Jan,2017,Saldo,32337.2,CitiGold 1
Jan,2017,Saldo,18151,CitiGold 2
Jan,2017,Saldo,0,Priority
Jan,2017,Saldo,14421.58,Citibanamex1
Jan,2017,Saldo,3390.01,Ingresos Bajos - Adultos
Jan,2017,Saldo,1804.65,Ingresos Bajos - Jovenes
Jan,2017,Saldo,2339.64,Ingresos Marginales
Jan,2017,Saldo,896.66,Ingresos Marginales Nomina
Jan,2017,Saldo,7599.33,Ingresos Medios - Adultos
Jan,2017,Saldo,3354.63,Ingresos Medios - Jovenes
Jan,2017,Saldo,6884.19,Jovenes Profesionistas
Jan,2017,Saldo,9184.22,Jubilados No Nomina
Jan,2017,Saldo,4124.51,Jubilados Nomina
Jan,2017,Saldo,27819.05,Priority
Jan,2017,Saldo,11490.52,PyME PFAE
Jan,2017,Saldo,1962.51,Sin Segmento
Feb,2016,Saldo,860.74,Sin Segmento
Feb,2016,Saldo,22675.64,Sin Segmento
Feb,2016,Saldo,0,Sin Segmento
Feb,2016,Saldo,5238.06,Sin Segmento
Feb,2016,Saldo,30307.51,Priority
Feb,2016,Saldo,11021.52,Citibanamex1
Feb,2016,Saldo,23484.16,CPC
Feb,2016,Saldo,7068.47,Citibanamex1
Feb,2016,Saldo,31998.43,CitiGold 1
Feb,2016,Saldo,11220.4,CitiGold 2
Feb,2016,Saldo,0,Priority
Feb,2016,Saldo,10488.03,Citibanamex1
Feb,2016,Saldo,2703.41,Ingresos Bajos - Adultos
Feb,2016,Saldo,1519.13,Ingresos Bajos - Jovenes
Feb,2016,Saldo,2312.17,Ingresos Marginales
Feb,2016,Saldo,710.74,Ingresos Marginales Nomina
Feb,2016,Saldo,5666.88,Ingresos Medios - Adultos
Feb,2016,Saldo,2990.86,Ingresos Medios - Jovenes
Feb,2016,Saldo,5772.11,Jovenes Profesionistas
Feb,2016,Saldo,8378.67,Jubilados No Nomina
Feb,2016,Saldo,4309.36,Jubilados Nomina
Feb,2016,Saldo,18324.74,Priority
Feb,2016,Saldo,7981.92,PyME PFAE
Feb,2016,Saldo,0,Sin Segmento
Feb,2017,Saldo,0,Sin Segmento
Feb,2017,Saldo,1745.31,Sin Segmento
Feb,2017,Saldo,691.385,Sin Segmento
Feb,2017,Saldo,11473.82,Citibanamex1
Feb,2017,Saldo,25198.67,Priority
Feb,2017,Saldo,35902.94,Priority
Feb,2017,Saldo,11706.61,Citibanamex1
Feb,2017,Saldo,137012.29,CPC
Feb,2017,Saldo,15671.03,Citibanamex1
Feb,2017,Saldo,30491.32,CitiGold 1
Feb,2017,Saldo,29238.34,CitiGold 2
Feb,2017,Saldo,0,Priority
Feb,2017,Saldo,0,Citibanamex1
Feb,2017,Saldo,3203.04,Ingresos Bajos - Adultos
Feb,2017,Saldo,1530.94,Ingresos Bajos - Jovenes
Feb,2017,Saldo,3304.75,Ingresos Marginales
Feb,2017,Saldo,751.94,Ingresos Marginales Nomina
Feb,2017,Saldo,6728.58,Ingresos Medios - Adultos
Feb,2017,Saldo,2714.09,Ingresos Medios - Jovenes
Feb,2017,Saldo,5881.02,Jovenes Profesionistas
Feb,2017,Saldo,7860.04,Jubilados No Nomina
Feb,2017,Saldo,4252.82,Jubilados Nomina
Feb,2017,Saldo,40608.76,Priority
Feb,2017,Saldo,9648.33,PyME PFAE
Feb,2017,Saldo,0,Sin Segmento
Mar,2016,Saldo,1468.65,Sin Segmento
Mar,2016,Saldo,914.72,Sin Segmento
Mar,2016,Saldo,682.82,Sin Segmento
Mar,2016,Saldo,0,Sin Segmento
Mar,2016,Saldo,35992.02,Priority
Mar,2016,Saldo,11108.27,Citibanamex1
Mar,2016,Saldo,2440.64,CPC
Mar,2016,Saldo,9753.12,Citibanamex1
Mar,2016,Saldo,35888.83,CitiGold 1
Mar,2016,Saldo,11205.51,CitiGold 2
Mar,2016,Saldo,0,Priority
Mar,2016,Saldo,4138.1,Citibanamex1
Mar,2016,Saldo,3975.66,Ingresos Bajos - Adultos
Mar,2016,Saldo,1699.91,Ingresos Bajos - Jovenes
Mar,2016,Saldo,3935.48,Ingresos Marginales
Mar,2016,Saldo,826.095,Ingresos Marginales Nomina
Mar,2016,Saldo,6267.05,Ingresos Medios - Adultos
Mar,2016,Saldo,2997.73,Ingresos Medios - Jovenes
Mar,2016,Saldo,5767.7,Jovenes Profesionistas
Mar,2016,Saldo,6993.86,Jubilados No Nomina
Mar,2016,Saldo,4080.01,Jubilados Nomina
Mar,2016,Saldo,13613.05,Priority
Mar,2016,Saldo,7582.66,PyME PFAE
Mar,2016,Saldo,1002.6,Sin Segmento
Mar,2017,Saldo,646.83,Sin Segmento
Mar,2017,Saldo,981.815,Sin Segmento
Mar,2017,Saldo,22244.23,CPC
Mar,2017,Saldo,13542.64,Citibanamex1
Mar,2017,Saldo,51289.8,CitiGold 1
Mar,2017,Saldo,11171,CitiGold 2
Mar,2017,Saldo,110461.09,Citibanamex1
Mar,2017,Saldo,2992.3,Ingresos Bajos - Adultos
Mar,2017,Saldo,1510.3,Ingresos Bajos - Jovenes
Mar,2017,Saldo,2464.75,Ingresos Marginales
Mar,2017,Saldo,664.23,Ingresos Marginales Nomina
Mar,2017,Saldo,6539.1,Ingresos Medios - Adultos
Mar,2017,Saldo,2894.23,Ingresos Medios - Jovenes
Mar,2017,Saldo,5676.59,Jovenes Profesionistas
Mar,2017,Saldo,9111.78,Jubilados No Nomina
Mar,2017,Saldo,5349.69,Jubilados Nomina
Mar,2017,Saldo,28947.42,Priority
Mar,2017,Saldo,11247.76,PyME PFAE
Mar,2017,Saldo,0,Sin Segmento
Apr,2016,Saldo,1782.35,Sin Segmento
Apr,2016,Saldo,0,Sin Segmento
Apr,2016,Saldo,1815.17,Sin Segmento
Apr,2016,Saldo,0,Sin Segmento
Apr,2016,Saldo,35928.31,Priority
Apr,2016,Saldo,10268.14,Citibanamex1
Apr,2016,Saldo,34803.9,CPC
Apr,2016,Saldo,11575.35,Citibanamex1
Apr,2016,Saldo,39225.46,CitiGold 1
Apr,2016,Saldo,14765.3,CitiGold 2
Apr,2016,Saldo,83833.55,Priority
Apr,2016,Saldo,7183.46,Citibanamex1
Apr,2016,Saldo,5413.83,Ingresos Bajos - Adultos
Apr,2016,Saldo,2144.01,Ingresos Bajos - Jovenes
Apr,2016,Saldo,5429.86,Ingresos Marginales
Apr,2016,Saldo,984.82,Ingresos Marginales Nomina
Apr,2016,Saldo,5844.1,Ingresos Medios - Adultos
Apr,2016,Saldo,3134.39,Ingresos Medios - Jovenes
Apr,2016,Saldo,5650.07,Jovenes Profesionistas
Apr,2016,Saldo,7232.24,Jubilados No Nomina
Apr,2016,Saldo,5603.71,Jubilados Nomina
Apr,2016,Saldo,26909.19,Priority
Apr,2016,Saldo,8262.39,PyME PFAE
Apr,2016,Saldo,0,Sin Segmento
Apr,2017,Saldo,1221.89,Sin Segmento
Apr,2017,Saldo,1736.45,Sin Segmento
Apr,2017,Saldo,0,Sin Segmento
Apr,2017,Saldo,0,Citibanamex1
Apr,2017,Saldo,30352.59,CPC
Apr,2017,Saldo,14121.34,Citibanamex1
Apr,2017,Saldo,84239.12,CitiGold 1
Apr,2017,Saldo,18508.4,CitiGold 2
Apr,2017,Saldo,6910.11,Citibanamex1
Apr,2017,Saldo,3245.08,Ingresos Bajos - Adultos
Apr,2017,Saldo,1746.85,Ingresos Bajos - Jovenes
Apr,2017,Saldo,2681.66,Ingresos Marginales
Apr,2017,Saldo,1023.46,Ingresos Marginales Nomina
Apr,2017,Saldo,6560.16,Ingresos Medios - Adultos
Apr,2017,Saldo,2990.86,Ingresos Medios - Jovenes
Apr,2017,Saldo,6163.98,Jovenes Profesionistas
Apr,2017,Saldo,6631.42,Jubilados No Nomina
Apr,2017,Saldo,5137.33,Jubilados Nomina
Apr,2017,Saldo,28486.79,Priority
Apr,2017,Saldo,10518.19,PyME PFAE
Apr,2017,Saldo,0,Sin Segmento
May,2016,Saldo,1032.8,Sin Segmento
May,2016,Saldo,31583.75,Sin Segmento
May,2016,Saldo,0,Sin Segmento
May,2016,Saldo,0,Sin Segmento
May,2016,Saldo,32916,Priority
May,2016,Saldo,12223.68,Citibanamex1
May,2016,Saldo,37951.22,CPC
May,2016,Saldo,9561.26,Citibanamex1
May,2016,Saldo,35280.18,CitiGold 1
May,2016,Saldo,18195.81,CitiGold 2
May,2016,Saldo,40248,Priority
May,2016,Saldo,5766.83,Citibanamex1
May,2016,Saldo,5283.14,Ingresos Bajos - Adultos
May,2016,Saldo,1896.75,Ingresos Bajos - Jovenes
May,2016,Saldo,5126.85,Ingresos Marginales
May,2016,Saldo,775.74,Ingresos Marginales Nomina
May,2016,Saldo,6418.19,Ingresos Medios - Adultos
May,2016,Saldo,2865.35,Ingresos Medios - Jovenes
May,2016,Saldo,5753.1,Jovenes Profesionistas
May,2016,Saldo,7684.29,Jubilados No Nomina
May,2016,Saldo,4490.63,Jubilados Nomina
May,2016,Saldo,29968.37,Priority
May,2016,Saldo,11098.03,PyME PFAE
May,2016,Saldo,0,Sin Segmento
May,2017,Saldo,662.965,Sin Segmento
May,2017,Saldo,159.7,Sin Segmento
May,2017,Saldo,97524.77,Priority
May,2017,Saldo,0,Priority
May,2017,Saldo,0,Citibanamex1
May,2017,Saldo,6541.74,CPC
May,2017,Saldo,13707.65,Citibanamex1
May,2017,Saldo,51922.57,CitiGold 1
May,2017,Saldo,18751.08,CitiGold 2
May,2017,Saldo,0,Citibanamex1
May,2017,Saldo,2890.86,Ingresos Bajos - Adultos
May,2017,Saldo,1636.32,Ingresos Bajos - Jovenes
May,2017,Saldo,2199.06,Ingresos Marginales
May,2017,Saldo,877.165,Ingresos Marginales Nomina
May,2017,Saldo,6186.04,Ingresos Medios - Adultos
May,2017,Saldo,2507.51,Ingresos Medios - Jovenes
May,2017,Saldo,5982.62,Jovenes Profesionistas
May,2017,Saldo,7500,Jubilados No Nomina
May,2017,Saldo,3198.61,Jubilados Nomina
May,2017,Saldo,31061.74,Priority
May,2017,Saldo,10483.7,PyME PFAE
May,2017,Saldo,0,Sin Segmento
Jun,2016,Saldo,699.75,Sin Segmento
Jun,2016,Saldo,527.88,Sin Segmento
Jun,2016,Saldo,2711.83,Sin Segmento
Jun,2016,Saldo,0,Sin Segmento
Jun,2016,Saldo,39173.55,Priority
Jun,2016,Saldo,12951.95,Citibanamex1
Jun,2016,Saldo,21180.48,CPC
Jun,2016,Saldo,13650.79,Citibanamex1
Jun,2016,Saldo,30599.58,CitiGold 1
Jun,2016,Saldo,13758.13,CitiGold 2
Jun,2016,Saldo,170311.21,Priority
Jun,2016,Saldo,6071.43,Citibanamex1
Jun,2016,Saldo,3706.17,Ingresos Bajos - Adultos
Jun,2016,Saldo,1623.85,Ingresos Bajos - Jovenes
Jun,2016,Saldo,3626.38,Ingresos Marginales
Jun,2016,Saldo,774.88,Ingresos Marginales Nomina
Jun,2016,Saldo,5437.85,Ingresos Medios - Adultos
Jun,2016,Saldo,2744.57,Ingresos Medios - Jovenes
Jun,2016,Saldo,5145.2,Jovenes Profesionistas
Jun,2016,Saldo,6292.97,Jubilados No Nomina
Jun,2016,Saldo,4318.22,Jubilados Nomina
Jun,2016,Saldo,19961.37,Priority
Jun,2016,Saldo,8471.25,PyME PFAE
Jun,2016,Saldo,0,Sin Segmento
Jun,2017,Saldo,778.46,Sin Segmento
Jun,2017,Saldo,1116.25,Sin Segmento
Jun,2017,Saldo,0,Citibanamex1
Jun,2017,Saldo,42341.82,CPC
Jun,2017,Saldo,12874.97,Citibanamex1
Jun,2017,Saldo,53793.69,CitiGold 1
Jun,2017,Saldo,16434.6,CitiGold 2
Jun,2017,Saldo,82188.51,Priority
Jun,2017,Saldo,0,Citibanamex1
Jun,2017,Saldo,2997.19,Ingresos Bajos - Adultos
Jun,2017,Saldo,1609.01,Ingresos Bajos - Jovenes
Jun,2017,Saldo,2665.6,Ingresos Marginales
Jun,2017,Saldo,830.705,Ingresos Marginales Nomina
Jun,2017,Saldo,6330.1,Ingresos Medios - Adultos
Jun,2017,Saldo,2483.39,Ingresos Medios - Jovenes
Jun,2017,Saldo,5994.82,Jovenes Profesionistas
Jun,2017,Saldo,7700.29,Jubilados No Nomina
Jun,2017,Saldo,4431.17,Jubilados Nomina
Jun,2017,Saldo,36084.93,Priority
Jun,2017,Saldo,12903.84,PyME PFAE
Jun,2017,Saldo,0,Sin Segmento
Jul,2016,Saldo,913.3,Sin Segmento
Jul,2016,Saldo,407.14,Sin Segmento
Jul,2016,Saldo,1097.98,Sin Segmento
Jul,2016,Saldo,0,Sin Segmento
Jul,2016,Saldo,41377.32,Priority
Jul,2016,Saldo,13146.48,Citibanamex1
Jul,2016,Saldo,39108.53,CPC
Jul,2016,Saldo,12491.31,Citibanamex1
Jul,2016,Saldo,42424.71,CitiGold 1
Jul,2016,Saldo,14697.68,CitiGold 2
Jul,2016,Saldo,141892.31,Priority
Jul,2016,Saldo,16662.75,Citibanamex1
Jul,2016,Saldo,3198.13,Ingresos Bajos - Adultos
Jul,2016,Saldo,1838.27,Ingresos Bajos - Jovenes
Jul,2016,Saldo,2450.6,Ingresos Marginales
Jul,2016,Saldo,786.89,Ingresos Marginales Nomina
Jul,2016,Saldo,6556.95,Ingresos Medios - Adultos
Jul,2016,Saldo,2849.22,Ingresos Medios - Jovenes
Jul,2016,Saldo,6266.17,Jovenes Profesionistas
Jul,2016,Saldo,7159.42,Jubilados No Nomina
Jul,2016,Saldo,4754.51,Jubilados Nomina
Jul,2016,Saldo,30075.47,Priority
Jul,2016,Saldo,9512.49,PyME PFAE
Jul,2016,Saldo,1762.85,Sin Segmento
Jul,2017,Saldo,818.01,Sin Segmento
Jul,2017,Saldo,374.72,Sin Segmento
Jul,2017,Saldo,266872.56,CPC
Jul,2017,Saldo,13452.74,Citibanamex1
Jul,2017,Saldo,56864.43,CitiGold 1
Jul,2017,Saldo,30023.07,CitiGold 2
Jul,2017,Saldo,521.07,Priority
Jul,2017,Saldo,8169.38,Citibanamex1
Jul,2017,Saldo,2841.42,Ingresos Bajos - Adultos
Jul,2017,Saldo,1635.56,Ingresos Bajos - Jovenes
Jul,2017,Saldo,1993.43,Ingresos Marginales
Jul,2017,Saldo,899.055,Ingresos Marginales Nomina
Jul,2017,Saldo,6699.6,Ingresos Medios - Adultos
Jul,2017,Saldo,2639.5,Ingresos Medios - Jovenes
Jul,2017,Saldo,6148.93,Jovenes Profesionistas
Jul,2017,Saldo,8812.11,Jubilados No Nomina
Jul,2017,Saldo,4412.97,Jubilados Nomina
Jul,2017,Saldo,29269.6,Priority
Jul,2017,Saldo,13813.44,PyME PFAE
Aug,2016,Saldo,1132.4,Sin Segmento
Aug,2016,Saldo,0,Sin Segmento
Aug,2016,Saldo,1051.72,Sin Segmento
Aug,2016,Saldo,2130.85,Sin Segmento
Aug,2016,Saldo,0,Sin Segmento
Aug,2016,Saldo,0,Sin Segmento
Aug,2016,Saldo,7235.13,Sin Segmento
Aug,2016,Saldo,7058.54,Sin Segmento
Aug,2016,Saldo,1818.59,Sin Segmento
Aug,2016,Saldo,6548.4,Sin Segmento
Aug,2016,Saldo,4506.17,Sin Segmento
Aug,2016,Saldo,15135,Sin Segmento
Aug,2016,Saldo,1727.01,Sin Segmento
Aug,2016,Saldo,2112.28,Sin Segmento
Aug,2016,Saldo,4098.28,Sin Segmento
Aug,2016,Saldo,753.04,Sin Segmento
Aug,2016,Saldo,1977.81,Sin Segmento
Aug,2016,Saldo,648.08,Sin Segmento
Aug,2016,Saldo,11068.57,Citibanamex1
Aug,2016,Saldo,35346.12,Priority
Aug,2016,Saldo,32244.73,Priority
Aug,2016,Saldo,10661.4,Citibanamex1
Aug,2016,Saldo,25150.13,CPC
Aug,2016,Saldo,8720.77,Citibanamex1
Aug,2016,Saldo,51230.6,CitiGold 1
Aug,2016,Saldo,12680.03,CitiGold 2
Aug,2016,Saldo,20987.15,Priority
Aug,2016,Saldo,8754.5,Citibanamex1
Aug,2016,Saldo,2509.59,Ingresos Bajos - Adultos
Aug,2016,Saldo,1534.44,Ingresos Bajos - Jovenes
Aug,2016,Saldo,2416.91,Ingresos Marginales
Aug,2016,Saldo,807.07,Ingresos Marginales Nomina
Aug,2016,Saldo,5202.55,Ingresos Medios - Adultos
Aug,2016,Saldo,2794.09,Ingresos Medios - Jovenes
Aug,2016,Saldo,5311.59,Jovenes Profesionistas
Aug,2016,Saldo,6480.31,Jubilados No Nomina
Aug,2016,Saldo,3457.69,Jubilados Nomina
Aug,2016,Saldo,20942.29,Priority
Aug,2016,Saldo,6861.97,PyME PFAE
Aug,2016,Saldo,659.89,Sin Segmento
Aug,2017,Saldo,643.395,Sin Segmento
Aug,2017,Saldo,0,Sin Segmento
Aug,2017,Saldo,0,Sin Segmento
Aug,2017,Saldo,0,Citibanamex1
Aug,2017,Saldo,55110.37,CPC
Aug,2017,Saldo,11964.53,Citibanamex1
Aug,2017,Saldo,33438.42,CitiGold 1
Aug,2017,Saldo,13341.8,CitiGold 2
Aug,2017,Saldo,0,Priority
Aug,2017,Saldo,6708.73,Citibanamex1
Aug,2017,Saldo,2433.46,Ingresos Bajos - Adultos
Aug,2017,Saldo,1530.48,Ingresos Bajos - Jovenes
Aug,2017,Saldo,2543.53,Ingresos Marginales
Aug,2017,Saldo,690.81,Ingresos Marginales Nomina
Aug,2017,Saldo,5270.64,Ingresos Medios - Adultos
Aug,2017,Saldo,2384.91,Ingresos Medios - Jovenes
Aug,2017,Saldo,5681.45,Jovenes Profesionistas
Aug,2017,Saldo,7185.34,Jubilados No Nomina
Aug,2017,Saldo,4395.76,Jubilados Nomina
Aug,2017,Saldo,23201.52,Priority
Aug,2017,Saldo,12534.64,PyME PFAE
Aug,2017,Saldo,1807.58,Sin Segmento
Sep,2016,Saldo,377.235,Sin Segmento
Sep,2016,Saldo,1572.95,Sin Segmento
Sep,2016,Saldo,9.695,Sin Segmento
Sep,2016,Saldo,466.095,Sin Segmento
Sep,2016,Saldo,27922.54,Priority
Sep,2016,Saldo,12103.7,Citibanamex1
Sep,2016,Saldo,21651.85,CPC
Sep,2016,Saldo,13122.15,Citibanamex1
Sep,2016,Saldo,35384.21,CitiGold 1
Sep,2016,Saldo,22617.34,CitiGold 2
Sep,2016,Saldo,0,Priority
Sep,2016,Saldo,11673.47,Citibanamex1
Sep,2016,Saldo,2565.77,Ingresos Bajos - Adultos
Sep,2016,Saldo,1495.91,Ingresos Bajos - Jovenes
Sep,2016,Saldo,2378.76,Ingresos Marginales
Sep,2016,Saldo,811.945,Ingresos Marginales Nomina
Sep,2016,Saldo,5225.77,Ingresos Medios - Adultos
Sep,2016,Saldo,2563.44,Ingresos Medios - Jovenes
Sep,2016,Saldo,5134.1,Jovenes Profesionistas
Sep,2016,Saldo,5812.63,Jubilados No Nomina
Sep,2016,Saldo,4590.84,Jubilados Nomina
Sep,2016,Saldo,17882.3,Priority
Sep,2016,Saldo,11779.78,PyME PFAE
Sep,2016,Saldo,342.7,Sin Segmento
Oct,2016,Saldo,999.785,Sin Segmento
Oct,2016,Saldo,335.5,Sin Segmento
Oct,2016,Saldo,270.98,Sin Segmento
Oct,2016,Saldo,0,Sin Segmento
Oct,2016,Saldo,26728.13,Priority
Oct,2016,Saldo,11760.02,Citibanamex1
Oct,2016,Saldo,67946.71,CPC
Oct,2016,Saldo,10696.2,Citibanamex1
Oct,2016,Saldo,33558.23,CitiGold 1
Oct,2016,Saldo,15040.35,CitiGold 2
Oct,2016,Saldo,0,Priority
Oct,2016,Saldo,10183.25,Citibanamex1
Oct,2016,Saldo,2305.76,Ingresos Bajos - Adultos
Oct,2016,Saldo,1588.83,Ingresos Bajos - Jovenes
Oct,2016,Saldo,2350.01,Ingresos Marginales
Oct,2016,Saldo,751.245,Ingresos Marginales Nomina
Oct,2016,Saldo,5377.98,Ingresos Medios - Adultos
Oct,2016,Saldo,2500.12,Ingresos Medios - Jovenes
Oct,2016,Saldo,5285.7,Jovenes Profesionistas
Oct,2016,Saldo,7629.39,Jubilados No Nomina
Oct,2016,Saldo,3958.77,Jubilados Nomina
Oct,2016,Saldo,40428.78,Priority
Oct,2016,Saldo,9356.9,PyME PFAE
Oct,2016,Saldo,568.71,Sin Segmento
Nov,2016,Saldo,4000.62,Sin Segmento
Nov,2016,Saldo,764.01,Sin Segmento
Nov,2016,Saldo,428.26,Sin Segmento
Nov,2016,Saldo,7713.02,Sin Segmento
Nov,2016,Saldo,24069.75,Priority
Nov,2016,Saldo,12503.49,Citibanamex1
Nov,2016,Saldo,90811.19,CPC
Nov,2016,Saldo,15824.82,Citibanamex1
Nov,2016,Saldo,72115.6,CitiGold 1
Nov,2016,Saldo,10516.95,CitiGold 2
Nov,2016,Saldo,0,Priority
Nov,2016,Saldo,0,Citibanamex1
Nov,2016,Saldo,2660.12,Ingresos Bajos - Adultos
Nov,2016,Saldo,1620.32,Ingresos Bajos - Jovenes
Nov,2016,Saldo,3192.2,Ingresos Marginales
Nov,2016,Saldo,849.33,Ingresos Marginales Nomina
Nov,2016,Saldo,6130.84,Ingresos Medios - Adultos
Nov,2016,Saldo,2920.16,Ingresos Medios - Jovenes
Nov,2016,Saldo,5704.22,Jovenes Profesionistas
Nov,2016,Saldo,7848.94,Jubilados No Nomina
Nov,2016,Saldo,5315.5,Jubilados Nomina
Nov,2016,Saldo,33479.3,Priority
Nov,2016,Saldo,15013.74,PyME PFAE
Nov,2016,Saldo,236.42,Sin Segmento
Dec,2016,Saldo,45169.94,Sin Segmento
Dec,2016,Saldo,2009.27,Sin Segmento
Dec,2016,Saldo,6479.66,Sin Segmento
Dec,2016,Saldo,29604.83,Priority
Dec,2016,Saldo,16571.16,Citibanamex1
Dec,2016,Saldo,41186.16,CPC
Dec,2016,Saldo,18569.6,Citibanamex1
Dec,2016,Saldo,49297.1,CitiGold 1
Dec,2016,Saldo,22859.2,CitiGold 2
Dec,2016,Saldo,0,Priority
Dec,2016,Saldo,11252.37,Citibanamex1
Dec,2016,Saldo,4327.46,Ingresos Bajos - Adultos
Dec,2016,Saldo,2508.1,Ingresos Bajos - Jovenes
Dec,2016,Saldo,2588.78,Ingresos Marginales
Dec,2016,Saldo,1306.78,Ingresos Marginales Nomina
Dec,2016,Saldo,9076.9,Ingresos Medios - Adultos
Dec,2016,Saldo,3901.12,Ingresos Medios - Jovenes
Dec,2016,Saldo,8894.69,Jovenes Profesionistas
Dec,2016,Saldo,7373.31,Jubilados No Nomina
Dec,2016,Saldo,4763.88,Jubilados Nomina
Dec,2016,Saldo,29490.13,Priority
Dec,2016,Saldo,13086.57,PyME PFAE
Dec,2016,Saldo,0,Sin Segmento
